coletado_em,colecao,numero,nome_en,nome_pt,preco_min,preco_medio,preco_max
2026-09-23T17:41:33-03:00,30C,001,Exeggcute (#001/128),Exeggcute,1.0,2.3,5.9
2026-09-23T17:41:33-03:00,30C,002,Alolan Exeggutor (#002/128),Exeggutor de Alola,1.72,2.81,5.9
2026-09-23T17:41:33-03:00,30C,003,Volbeat (#003/128),Volbeat,0.96,2.29,5.9
2026-09-23T17:41:33-03:00,30C,004,Illumise (#004/128),Illumise,0.96,2.1,5.9
2026-09-23T17:41:33-03:00,30C,005,Tropius (#005/128),Tropius,0.96,2.0,7.0
2026-09-23T17:41:33-03:00,30C,006,Cherubi (#006/128),Cherubi,0.96,2.02,5.9
2026-09-23T17:41:33-03:00,30C,007,Cherrim (#007/128),Cherrim,0.97,2.24,5.9
2026-09-23T17:41:33-03:00,30C,008,Vivillon (#008/128),Vivillon,1.29,2.36,5.9
2026-09-23T17:41:33-03:00,30C,009,Vulpix (#009/128),Vulpix,0.97,2.67,9.9
2026-09-23T17:41:33-03:00,30C,010,Ninetales (#010/128),Ninetales,1.5,2.81,5.9
2026-09-23T17:41:33-03:00,30C,011,Moltres (#011/128),Moltres,2.0,5.1,14.9
2026-09-23T17:41:33-03:00,30C,012,Ho-Oh (#012/128),Ho-Oh,1.88,4.72,9.9
2026-09-23T17:41:33-03:00,30C,013,Victini (#013/128),Victini,1.5,2.72,9.9
2026-09-23T17:41:33-03:00,30C,014,Reshiram (#014/128),Reshiram,0.96,2.73,8.9
2026-09-23T17:41:33-03:00,30C,015,Fuecoco ex (#015/128),Fuecoco ex,4.99,9.78,39.9
2026-09-23T17:41:33-03:00,30C,016,Slowpoke (#016/128),Slowpoke,0.97,3.09,11.9
2026-09-23T17:41:33-03:00,30C,017,Lapras (#017/128),Lapras,0.96,4.0,19.9
2026-09-23T17:41:33-03:00,30C,018,Articuno (#018/128),Articuno,2.5,11.16,34.9
2026-09-23T17:41:33-03:00,30C,019,Kyogre (#019/128),Kyogre,0.96,5.67,9.9
2026-09-23T17:41:33-03:00,30C,020,Palkia (#020/128),Palkia,1.5,3.37,9.9
2026-09-23T17:41:33-03:00,30C,021,Greninja ex (#021/128),Greninja ex,11.25,18.06,39.9
2026-09-23T17:41:33-03:00,30C,022,Wishiwashi (#022/128),Wishiwashi,0.96,2.05,5.9
2026-09-23T17:41:33-03:00,30C,023,Pikachu (#023/128),Pikachu,9.96,20.67,39.9
2026-09-23T17:41:33-03:00,30C,024,Pikachu (#024/128),Pikachu,9.5,19.92,39.9
2026-09-23T17:41:33-03:00,30C,025,Pikachu (#025/128),Pikachu,7.9,19.02,39.9
2026-09-23T17:41:33-03:00,30C,026,Pikachu (#026/128),Pikachu,12.98,23.42,59.9
2026-09-23T17:41:33-03:00,30C,027,Pikachu (#027/128),Pikachu,17.95,35.02,69.89
2026-09-23T17:41:33-03:00,30C,028,Pikachu (#028/128),Pikachu,19.99,27.62,99.9
2026-09-23T17:41:33-03:00,30C,029,Pikachu (#029/128),Pikachu,9.5,28.96,65.0
2026-09-23T17:41:33-03:00,30C,030,Pikachu (#030/128),Pikachu,9.5,18.24,39.9
2026-09-23T17:41:33-03:00,30C,031,Pikachu (#031/128),Pikachu,10.95,20.67,39.9
2026-09-23T17:41:33-03:00,30C,032,Pikachu (#032/128),Pikachu,19.0,52.34,89.9
2026-09-23T17:41:33-03:00,30C,033,Pikachu (#033/128),Pikachu,9.5,20.25,39.9
2026-09-23T17:41:33-03:00,30C,034,Pikachu (#034/128),Pikachu,14.88,66.63,99.9
2026-09-23T17:41:33-03:00,30C,035,Pikachu (#035/128),Pikachu,12.0,24.89,39.9
2026-09-23T17:41:33-03:00,30C,036,Pikachu (#036/128),Pikachu,14.0,30.22,89.9
2026-09-23T17:41:33-03:00,30C,037,Pikachu (#037/128),Pikachu,9.5,30.91,79.9
2026-09-23T17:41:33-03:00,30C,038,Pikachu (#038/128),Pikachu,9.5,26.49,99.9
2026-09-23T17:41:33-03:00,30C,039,Pikachu (#039/128),Pikachu,13.98,27.39,39.9
2026-09-23T17:41:33-03:00,30C,040,Pikachu (#040/128),Pikachu,19.98,55.9,120.0
2026-09-23T17:41:33-03:00,30C,041,Pikachu (#041/128),Pikachu,10.46,19.95,39.9
2026-09-23T17:41:33-03:00,30C,042,Pikachu (#042/128),Pikachu,9.5,20.65,39.9
2026-09-23T17:41:33-03:00,30C,043,Pikachu (#043/128),Pikachu,14.98,25.61,39.9
2026-09-23T17:41:33-03:00,30C,044,Pikachu (#044/128),Pikachu,9.5,25.57,39.9
2026-09-23T17:41:33-03:00,30C,045,Pikachu (#045/128),Pikachu,9.9,22.0,89.9
2026-09-23T17:41:33-03:00,30C,046,Pikachu (#046/128),Pikachu,13.89,22.23,39.9
2026-09-23T17:41:33-03:00,30C,047,Pikachu (#047/128),Pikachu,9.5,19.94,39.9
2026-09-23T17:41:33-03:00,30C,048,Pikachu (#048/128),Pikachu,9.9,25.29,99.9
2026-09-23T17:41:33-03:00,30C,049,Pikachu (#049/128),Pikachu,9.5,19.58,39.9
2026-09-23T17:41:33-03:00,30C,050,Pikachu (#050/128),Pikachu,9.9,30.21,99.9
2026-09-23T17:41:33-03:00,30C,051,Pikachu (#051/128),Pikachu,10.9,19.65,39.9
2026-09-23T17:41:33-03:00,30C,052,Pikachu (#052/128),Pikachu,13.87,23.15,99.9
2026-09-23T17:41:33-03:00,30C,053,Pikachu ex (#053/128),Pikachu ex,17.99,29.75,51.9
2026-09-23T17:41:33-03:00,30C,054,Pikachu ex (#054/128),Pikachu ex,19.5,31.95,51.9
2026-09-23T17:41:33-03:00,30C,055,Zapdos (#055/128),Zapdos,1.72,8.97,14.9
2026-09-23T17:41:33-03:00,30C,056,Zekrom (#056/128),Zekrom,0.96,2.86,14.9
2026-09-23T17:41:33-03:00,30C,057,Zeraora (#057/128),Zeraora,1.3,2.81,7.0
2026-09-23T17:41:33-03:00,30C,058,Toxel (#058/128),Toxel,0.96,1.92,5.9
2026-09-23T17:41:33-03:00,30C,059,Toxtricity (#059/128),Toxtricity,1.0,2.43,5.9
2026-09-23T17:41:33-03:00,30C,060,Toxtricity (#060/128),Toxtricity,1.0,2.57,5.9
2026-09-23T17:41:33-03:00,30C,061,Morpeko (#061/128),Morpeko,0.96,2.49,5.9
2026-09-23T17:41:33-03:00,30C,062,Miraidon (#062/128),Miraidon,0.98,2.53,5.9
2026-09-23T17:41:33-03:00,30C,063,Mewtwo (#063/128),Mewtwo,1.9,8.89,29.9
2026-09-23T17:41:33-03:00,30C,064,Mewtwo ex (#064/128),Mewtwo ex,11.72,18.91,39.89
2026-09-23T17:41:33-03:00,30C,065,Mew (#065/128),Mew,4.9,12.18,50.0
2026-09-23T17:41:33-03:00,30C,066,Mew ex (#066/128),Mew ex,75.0,99.72,119.9
2026-09-23T17:41:33-03:00,30C,067,Marill (#067/128),Marill,1.0,2.01,5.9
2026-09-23T17:41:33-03:00,30C,068,Azumarill (#068/128),Azumarill,1.49,2.18,5.9
2026-09-23T17:41:33-03:00,30C,069,Espeon (#069/128),Espeon,3.0,13.5,39.9
2026-09-23T17:41:33-03:00,30C,070,Espeon ex (#070/128),Espeon ex,15.0,25.22,30.0
2026-09-23T17:41:33-03:00,30C,071,Sylveon ex (#071/128),Sylveon ex,9.9,21.27,49.5
2026-09-23T17:41:33-03:00,30C,072,Unown (#072/128),Unown,1.5,4.28,16.9
2026-09-23T17:41:33-03:00,30C,073,Drifloon (#073/128),Drifloon,0.96,1.95,5.9
2026-09-23T17:41:33-03:00,30C,074,Cresselia (#074/128),Cresselia,0.96,2.42,5.9
2026-09-23T17:41:33-03:00,30C,075,Chandelure (#075/128),Chandelure,0.99,2.63,39.99
2026-09-23T17:41:33-03:00,30C,076,Xerneas (#076/128),Xerneas,0.97,2.52,6.9
2026-09-23T17:41:33-03:00,30C,077,Comfey (#077/128),Comfey,0.96,1.8,5.9
2026-09-23T17:41:33-03:00,30C,078,Cosmog (#078/128),Cosmog,0.96,1.94,5.9
2026-09-23T17:41:33-03:00,30C,079,Cosmoem (#079/128),Cosmoem,0.96,2.29,5.9
2026-09-23T17:41:33-03:00,30C,080,Lunala (#080/128),Lunala,1.5,3.7,6.9
2026-09-23T17:41:33-03:00,30C,081,Gimmighoul (#081/128),Gimmighoul,0.96,1.99,5.9
2026-09-23T17:41:33-03:00,30C,082,Groudon (#082/128),Groudon,0.97,3.0,11.38
2026-09-23T17:41:33-03:00,30C,083,Lucario (#083/128),Lucario,1.48,3.24,9.99
2026-09-23T17:41:33-03:00,30C,084,Seismitoad (#084/128),Seismitoad,0.99,2.39,5.9
2026-09-23T17:41:33-03:00,30C,085,Lycanroc (#085/128),Lycanroc,1.2,3.12,23.99
2026-09-23T17:41:33-03:00,30C,086,Koraidon (#086/128),Koraidon,1.0,3.08,6.9
2026-09-23T17:41:33-03:00,30C,087,Nidoran Female (#087/128),Nidoran Fêmea,0.9,1.58,5.9
2026-09-23T17:41:33-03:00,30C,088,Nidorina (#088/128),Nidorina,0.96,2.25,9.9
2026-09-23T17:41:33-03:00,30C,089,Alolan Meowth (#089/128),Meowth de Alola,0.97,2.51,5.9
2026-09-23T17:41:33-03:00,30C,090,Gengar ex (#090/128),Gengar ex,27.0,37.5,65.0
2026-09-23T17:41:33-03:00,30C,091,Umbreon (#091/128),Umbreon,5.39,22.06,49.9
2026-09-23T17:41:33-03:00,30C,092,Umbreon ex (#092/128),Umbreon ex,19.88,31.08,50.0
2026-09-23T17:41:33-03:00,30C,093,Murkrow (#093/128),Murkrow,0.96,2.18,5.9
2026-09-23T17:41:33-03:00,30C,094,Scraggy (#094/128),Scraggy,0.96,2.31,5.9
2026-09-23T17:41:33-03:00,30C,095,Zorua (#095/128),Zorua,1.4,3.22,5.9
2026-09-23T17:41:33-03:00,30C,096,Zoroark (#096/128),Zoroark,1.0,3.07,9.9
2026-09-23T17:41:33-03:00,30C,097,Deino (#097/128),Deino,0.96,2.2,5.9
2026-09-23T17:41:33-03:00,30C,098,Zweilous (#098/128),Zweilous,1.0,2.32,5.9
2026-09-23T17:41:33-03:00,30C,099,Hydreigon (#099/128),Hydreigon,1.0,2.83,9.9
2026-09-23T17:41:33-03:00,30C,100,Yveltal (#100/128),Yveltal,1.0,4.07,6.9
2026-09-23T17:41:33-03:00,30C,101,Galarian Meowth (#101/128),Meowth de Galar,1.5,2.18,9.9
2026-09-23T17:41:33-03:00,30C,102,Jirachi ex (#102/128),Jirachi ex,5.99,13.46,22.0
2026-09-23T17:41:33-03:00,30C,103,Dialga (#103/128),Dialga,1.5,3.27,9.89
2026-09-23T17:41:33-03:00,30C,104,Ferrothorn (#104/128),Ferrothorn,0.97,2.76,5.9
2026-09-23T17:41:33-03:00,30C,105,Solgaleo (#105/128),Solgaleo,0.97,2.55,6.9
2026-09-23T17:41:33-03:00,30C,106,Zacian (#106/128),Zacian,0.97,3.89,11.9
2026-09-23T17:41:33-03:00,30C,107,Zamazenta (#107/128),Zamazenta,0.97,2.7,9.9
2026-09-23T17:41:33-03:00,30C,108,Gholdengo (#108/128),Gholdengo,1.0,2.51,9.9
2026-09-23T17:41:33-03:00,30C,109,Salamence ex (#109/128),Salamence ex,8.0,11.75,19.9
2026-09-23T17:41:33-03:00,30C,110,Jangmo-o (#110/128),Jangmo-o,1.0,1.96,5.9
2026-09-23T17:41:33-03:00,30C,111,Hakamo-o (#111/128),Hakamo-o,0.97,2.13,5.9
2026-09-23T17:41:33-03:00,30C,112,Kommo-o (#112/128),Kommo-o,0.96,2.33,5.9
2026-09-23T17:41:33-03:00,30C,113,Meowth (#113/128),Meowth,1.2,2.57,10.9
2026-09-23T17:41:33-03:00,30C,114,Kangaskhan (#114/128),Kangaskhan,0.97,2.43,10.9
2026-09-23T17:41:33-03:00,30C,115,Ditto (#115/128),Ditto,1.5,10.56,19.9
2026-09-23T17:41:33-03:00,30C,116,Eevee (#116/128),Eevee,2.0,7.73,19.9
2026-09-23T17:41:33-03:00,30C,117,Eevee (#117/128),Eevee,2.99,9.53,19.9
2026-09-23T17:41:33-03:00,30C,118,Eevee (#118/128),Eevee,2.0,9.07,19.9
2026-09-23T17:41:33-03:00,30C,119,Snorlax (#119/128),Snorlax,1.5,6.63,35.0
2026-09-23T17:41:33-03:00,30C,120,Igglybuff (#120/128),Igglybuff,1.9,8.98,19.9
2026-09-23T17:41:33-03:00,30C,121,Lugia (#121/128),Lugia,2.5,8.63,16.9
2026-09-23T17:41:33-03:00,30C,122,Hisuian Zorua (#122/128),Zorua de Hisui,0.97,2.2,10.9
2026-09-23T17:41:33-03:00,30C,123,Hisuian Zoroark (#123/128),Zoroark de Hisui,0.97,3.19,10.9
2026-09-23T17:41:33-03:00,30C,124,Minior (#124/128),Minior,0.97,2.15,7.0
2026-09-23T17:41:33-03:00,30C,125,Maushold (#125/128),Maushold,1.95,4.62,11.9
2026-09-23T17:41:33-03:00,30C,126,Poké Pad (#126/128),Poké Tablet,9.0,17.91,29.9
2026-09-23T17:41:33-03:00,30C,127,Switch (#127/128),Substituição,1.49,5.49,14.9
2026-09-23T17:41:33-03:00,30C,128,Ultra Ball (#128/128),Ultra Bola,5.99,10.37,24.99
2026-09-23T17:41:33-03:00,30C,129,Alolan Exeggutor (#129/128),Exeggutor de Alola,36.87,49.09,99.89
2026-09-23T17:41:33-03:00,30C,130,Moltres (#130/128),Moltres,75.0,96.88,249.99
2026-09-23T17:41:33-03:00,30C,131,Lapras (#131/128),Lapras,90.0,110.76,225.0
2026-09-23T17:41:33-03:00,30C,132,Articuno (#132/128),Articuno,85.0,129.67,499.9
2026-09-23T17:41:33-03:00,30C,133,Zapdos (#133/128),Zapdos,68.0,122.81,149.9
2026-09-23T17:41:33-03:00,30C,134,Toxtricity (#134/128),Toxtricity,33.96,44.77,69.9
2026-09-23T17:41:33-03:00,30C,135,Morpeko (#135/128),Morpeko,59.5,105.05,200.0
2026-09-23T17:41:33-03:00,30C,136,Drifloon (#136/128),Drifloon,29.5,67.79,249.9
2026-09-23T17:41:33-03:00,30C,137,Chandelure (#137/128),Chandelure,29.5,56.22,109.89
2026-09-23T17:41:33-03:00,30C,138,Lycanroc (#138/128),Lycanroc,19.96,33.66,49.9
2026-09-23T17:41:33-03:00,30C,139,Alolan Meowth (#139/128),Meowth de Alola,68.0,106.57,179.9
2026-09-23T17:41:33-03:00,30C,140,Scraggy (#140/128),Scraggy,20.0,32.74,99.9
2026-09-23T17:41:33-03:00,30C,141,Galarian Meowth (#141/128),Meowth de Galar,82.99,118.96,249.9
2026-09-23T17:41:33-03:00,30C,142,Gholdengo (#142/128),Gholdengo,24.83,34.16,89.9
2026-09-23T17:41:33-03:00,30C,143,Kommo-o (#143/128),Kommo-o,24.44,43.01,219.9
2026-09-23T17:41:33-03:00,30C,144,Meowth (#144/128),Meowth,99.5,154.88,330.0
2026-09-23T17:41:33-03:00,30C,145,Hisuian Zorua (#145/128),Zorua de Hisui,65.0,94.96,150.0
2026-09-23T17:41:33-03:00,30C,146,Maushold (#146/128),Maushold,148.0,266.96,400.0
2026-09-23T17:41:33-03:00,30C,147,Fuecoco ex (#147/128),Fuecoco ex,129.98,204.83,450.0
2026-09-23T17:41:33-03:00,30C,148,Greninja ex (#148/128),Greninja ex,249.0,339.66,999.99
2026-09-23T17:41:33-03:00,30C,149,Pikachu ex (#149/128),Pikachu ex,690.0,841.58,1290.9
2026-09-23T17:41:33-03:00,30C,150,Pikachu ex (#150/128),Pikachu ex,760.0,857.98,1199.9
2026-09-23T17:41:33-03:00,30C,151,Mewtwo ex (#151/128),Mewtwo ex,699.0,1075.46,2999.99
2026-09-23T17:41:33-03:00,30C,152,Mew ex (#152/128),Mew ex,990.0,1507.28,5000.0
2026-09-23T17:41:33-03:00,30C,153,Sylveon ex (#153/128),Sylveon ex,480.0,729.14,3500.0
2026-09-23T17:41:33-03:00,30C,154,Gengar ex (#154/128),Gengar ex,798.98,1348.63,2200.0
2026-09-23T17:41:33-03:00,30C,155,Jirachi ex (#155/128),Jirachi ex,349.99,501.2,1199.0
2026-09-23T17:41:33-03:00,30C,156,Salamence ex (#156/128),Salamence ex,169.98,266.68,299.99
2026-09-23T17:41:33-03:00,30C,157,Mewtwo ex (#157/128),Mewtwo ex,590.0,748.33,1695.0
2026-09-23T17:41:33-03:00,30C,158,Mew ex (#158/128),Mew ex,750.0,1088.19,5000.0
2026-09-23T17:41:33-03:00,30C-C,004,Charizard (#004/30),Charizard,1449.9,2333.04,5000.0
2026-09-23T17:41:33-03:00,30C-C,005,Delcatty (#005/30),Delcatty,69.9,111.93,220.0
2026-09-23T17:41:33-03:00,30C-C,011,Metagross (#011/30),Metagross,99.97,156.46,300.0
2026-09-23T17:41:33-03:00,30C-C,011b,Genesect-EX (#011b/30),Genesect-EX,69.9,133.89,199.0
2026-09-23T17:41:33-03:00,30C-C,018,Misty (#018/30),Misty,119.0,157.53,229.0
2026-09-23T17:41:33-03:00,30C-C,019,Dark Tyranitar (#019/30),Tyranitar Sombrio,149.5,214.29,500.0
2026-09-23T17:41:33-03:00,30C-C,025,Sneasel (#025/30),Sneasel,55.99,110.45,500.0
2026-09-23T17:41:33-03:00,30C-C,033,Pikachu & Zekrom-GX (#033/30),Pikachu e Zekrom-GX,199.9,358.74,400.0
2026-09-23T17:41:33-03:00,30C-C,041,Greninja BREAK (#041/30),Greninja TURBO,83.99,104.87,149.89
2026-09-23T17:41:33-03:00,30C-C,043,Uxie (#043/30),Uxie,59.9,102.08,169.9
2026-09-23T17:41:33-03:00,30C-C,047,Crobat G (#047/30),Crobat G,51.29,245.33,360.0
2026-09-23T17:41:33-03:00,30C-C,050,Raikou (#050/30),Raikou,54.99,143.55,500.0
2026-09-23T17:41:33-03:00,30C-C,057,Buzzwole-GX (#057/30),Buzzwole-GX,60.0,88.55,149.5
2026-09-23T17:41:33-03:00,30C-C,058,Pikachu (#058/30),Pikachu,242.0,308.06,399.0
2026-09-23T17:41:33-03:00,30C-C,069,Erika's Jigglypuff (#069/30),Jigglypuff da Érica,132.0,164.84,199.9
2026-09-23T17:41:33-03:00,30C-C,085,Rayquaza-EX (#085/30),Rayquaza-EX,149.9,254.47,500.0
2026-09-23T17:41:33-03:00,30C-C,089,Solgaleo-GX (#089/30),Solgaleo-GX,65.0,124.43,199.0
2026-09-23T17:41:33-03:00,30C-C,094,Gengar (#094/30),Gengar,449.99,725.51,1299.9
2026-09-23T17:41:33-03:00,30C-C,099,Darkrai & Cresselia LEGEND (#099/30),Darkrai & Cresselia LENDA,199.5,282.62,310.8
2026-09-23T17:41:33-03:00,30C-C,100,Darkrai & Cresselia LEGEND (#100/30),Darkrai & Cresselia LENDA,189.9,248.76,354.3
2026-09-23T17:41:33-03:00,30C-C,101,N (#101/30),N,149.5,218.13,700.0
2026-09-23T17:41:33-03:00,30C-C,106,Palkia LV.X (#106/30),Palkia LV.X,149.9,393.43,550.0
2026-09-23T17:41:33-03:00,30C-C,106b,M Gardevoir-EX (#106b/30),M Gardevoir-EX,120.0,214.96,250.0
2026-09-23T17:41:33-03:00,30C-C,106c,Shining Celebi (#106c/30),Celebi Luminescente,379.0,616.27,1200.0
2026-09-23T17:41:33-03:00,30C-C,108,Scizor ex (#108/30),Scizor ex,94.99,135.56,150.0
2026-09-23T17:41:33-03:00,30C-C,114,Mew-VMAX (#114/30),Mew-VMAX,135.0,196.81,229.9
2026-09-23T17:41:33-03:00,30C-C,123,Arceus-VSTAR (#123/30),Arceus-V-ASTRO,699.0,840.27,900.0
2026-09-23T17:41:33-03:00,30C-C,138,Zacian-V (#138/30),Zacian-V,200.0,289.92,450.0
2026-09-23T17:41:33-03:00,30C-C,149,Lugia (#149/30),Lugia,1499.0,1923.67,2449.9
2026-09-23T17:41:33-03:00,30C-C,203,Magikarp (#203/30),Magikarp,685.0,823.82,999.99
2026-09-23T17:43:48-03:00,30C,001,Exeggcute (#001/128),Exeggcute,1.0,2.3,5.9
2026-09-23T17:43:48-03:00,30C,002,Alolan Exeggutor (#002/128),Exeggutor de Alola,1.72,2.81,5.9
2026-09-23T17:43:48-03:00,30C,003,Volbeat (#003/128),Volbeat,0.96,2.29,5.9
2026-09-23T17:43:48-03:00,30C,004,Illumise (#004/128),Illumise,0.96,2.1,5.9
2026-09-23T17:43:48-03:00,30C,005,Tropius (#005/128),Tropius,0.96,2.0,7.0
2026-09-23T17:43:48-03:00,30C,006,Cherubi (#006/128),Cherubi,0.96,2.02,5.9
2026-09-23T17:43:48-03:00,30C,007,Cherrim (#007/128),Cherrim,0.97,2.24,5.9
2026-09-23T17:43:48-03:00,30C,008,Vivillon (#008/128),Vivillon,1.29,2.36,5.9
2026-09-23T17:43:48-03:00,30C,009,Vulpix (#009/128),Vulpix,0.97,2.67,9.9
2026-09-23T17:43:48-03:00,30C,010,Ninetales (#010/128),Ninetales,1.5,2.81,5.9
2026-09-23T17:43:48-03:00,30C,011,Moltres (#011/128),Moltres,2.0,5.1,14.9
2026-09-23T17:43:48-03:00,30C,012,Ho-Oh (#012/128),Ho-Oh,1.88,4.72,9.9
2026-09-23T17:43:48-03:00,30C,013,Victini (#013/128),Victini,1.5,2.72,9.9
2026-09-23T17:43:48-03:00,30C,014,Reshiram (#014/128),Reshiram,0.96,2.73,8.9
2026-09-23T17:43:48-03:00,30C,015,Fuecoco ex (#015/128),Fuecoco ex,4.99,9.78,39.9
2026-09-23T17:43:48-03:00,30C,016,Slowpoke (#016/128),Slowpoke,0.97,3.09,11.9
2026-09-23T17:43:48-03:00,30C,017,Lapras (#017/128),Lapras,0.96,4.0,19.9
2026-09-23T17:43:48-03:00,30C,018,Articuno (#018/128),Articuno,2.5,11.16,34.9
2026-09-23T17:43:48-03:00,30C,019,Kyogre (#019/128),Kyogre,0.96,5.67,9.9
2026-09-23T17:43:48-03:00,30C,020,Palkia (#020/128),Palkia,1.5,3.37,9.9
2026-09-23T17:43:48-03:00,30C,021,Greninja ex (#021/128),Greninja ex,11.25,18.06,39.9
2026-09-23T17:43:48-03:00,30C,022,Wishiwashi (#022/128),Wishiwashi,0.96,2.05,5.9
2026-09-23T17:43:48-03:00,30C,023,Pikachu (#023/128),Pikachu,9.96,20.67,39.9
2026-09-23T17:43:48-03:00,30C,024,Pikachu (#024/128),Pikachu,9.5,19.92,39.9
2026-09-23T17:43:48-03:00,30C,025,Pikachu (#025/128),Pikachu,7.9,19.02,39.9
2026-09-23T17:43:48-03:00,30C,026,Pikachu (#026/128),Pikachu,12.98,23.42,59.9
2026-09-23T17:43:48-03:00,30C,027,Pikachu (#027/128),Pikachu,17.95,35.02,69.89
2026-09-23T17:43:48-03:00,30C,028,Pikachu (#028/128),Pikachu,19.99,27.62,99.9
2026-09-23T17:43:48-03:00,30C,029,Pikachu (#029/128),Pikachu,9.5,28.96,65.0
2026-09-23T17:43:48-03:00,30C,030,Pikachu (#030/128),Pikachu,9.5,18.24,39.9
2026-09-23T17:43:48-03:00,30C,031,Pikachu (#031/128),Pikachu,10.95,20.67,39.9
2026-09-23T17:43:48-03:00,30C,032,Pikachu (#032/128),Pikachu,19.0,52.34,89.9
2026-09-23T17:43:48-03:00,30C,033,Pikachu (#033/128),Pikachu,9.5,20.25,39.9
2026-09-23T17:43:48-03:00,30C,034,Pikachu (#034/128),Pikachu,14.88,66.63,99.9
2026-09-23T17:43:48-03:00,30C,035,Pikachu (#035/128),Pikachu,12.0,24.89,39.9
2026-09-23T17:43:48-03:00,30C,036,Pikachu (#036/128),Pikachu,14.0,30.22,89.9
2026-09-23T17:43:48-03:00,30C,037,Pikachu (#037/128),Pikachu,9.5,30.91,79.9
2026-09-23T17:43:48-03:00,30C,038,Pikachu (#038/128),Pikachu,9.5,26.49,99.9
2026-09-23T17:43:48-03:00,30C,039,Pikachu (#039/128),Pikachu,13.98,27.39,39.9
2026-09-23T17:43:48-03:00,30C,040,Pikachu (#040/128),Pikachu,19.98,55.9,120.0
2026-09-23T17:43:48-03:00,30C,041,Pikachu (#041/128),Pikachu,10.46,19.95,39.9
2026-09-23T17:43:48-03:00,30C,042,Pikachu (#042/128),Pikachu,9.5,20.65,39.9
2026-09-23T17:43:48-03:00,30C,043,Pikachu (#043/128),Pikachu,14.98,25.61,39.9
2026-09-23T17:43:48-03:00,30C,044,Pikachu (#044/128),Pikachu,9.5,25.57,39.9
2026-09-23T17:43:48-03:00,30C,045,Pikachu (#045/128),Pikachu,9.9,22.0,89.9
2026-09-23T17:43:48-03:00,30C,046,Pikachu (#046/128),Pikachu,13.89,22.23,39.9
2026-09-23T17:43:48-03:00,30C,047,Pikachu (#047/128),Pikachu,9.5,19.94,39.9
2026-09-23T17:43:48-03:00,30C,048,Pikachu (#048/128),Pikachu,9.9,25.29,99.9
2026-09-23T17:43:48-03:00,30C,049,Pikachu (#049/128),Pikachu,9.5,19.58,39.9
2026-09-23T17:43:48-03:00,30C,050,Pikachu (#050/128),Pikachu,9.9,30.21,99.9
